"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",25.495,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",20.114,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",14.933,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",25.338,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2010",20.238,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2010",15.12,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2010",25.396,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2009",20.127,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2009",15,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2009",25.293,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2008",20.104,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2008",14.911,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2008",25.338,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2007",20.186,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2007",14.958,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2007",25.452,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2006",20.352,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2006",15.093,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2006",25.645,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2005",20.524,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2005",15.27,,,
"Sub-Saharan Africa","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2005",25.809,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2026",23.833,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2026",18.323,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2026",29.394,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2025",23.852,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2025",18.339,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2025",29.414,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2024",23.876,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2024",18.361,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2024",29.436,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2023",23.873,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2023",18.363,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2023",29.428,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2022",23.877,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2022",18.382,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2022",29.418,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2021",24.215,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2021",18.557,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2021",29.921,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2020",24.747,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2020",18.732,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2020",30.813,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2019",23.724,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2019",17.89,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2019",29.61,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2018",23.192,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2018",17.342,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2018",29.096,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2017",22.736,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2017",16.869,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2017",28.657,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2016",22.188,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2016",16.336,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2016",28.093,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2015",20.992,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2015",15.226,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2015",26.81,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2014",20.451,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2014",14.743,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2014",26.207,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2013",19.642,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2013",14.06,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2013",25.268,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2012",19.632,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2012",14.063,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2012",25.24,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Total","2011",19.416,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Male","2011",13.946,,,
"Sub-Saharan Africa: Low income","ILO - Modelled Estimates","SDG indicator 8.6.1 - Proportion of youth (aged 15-24 years) not in education, employment or training","Sex: Female","2011",24.92,,,
